Type,Bed Room,Bath Room,Floor,city,Area_ft_square,price_million
Apartment,2.0,2.0,7.0,Hlaing,1300.0,170.0
Apartment,1.0,1.0,4.0,Tamwe,625.0,105.0
Apartment,2.0,1.0,7.0,Sanchaung,900.0,165.0
Apartment,2.0,2.0,3.0,Okkalappa South,2400.0,295.0
Apartment,2.0,1.0,5.0,Okkalappa South,972.0,215.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,155.0
House,4.0,3.0,2.0,Yankin,2150.0,3800.0
House,5.0,5.0,2.0,Dagon Myothit (North),2400.0,2300.0
House,6.0,5.0,2.5,Dagon Myothit (North),2400.0,1350.0
House,5.0,4.0,2.5,Dagon Myothit (North),2400.0,1585.0
Apartment,3.0,1.0,3.0,Dagon Myothit (South),1000.0,165.0
Condo,2.0,3.0,1.0,Bahan,980.0,550.0
House,5.0,6.0,2.0,Okkalappa South,2400.0,3500.0
House,3.0,2.0,2.0,Thanlyin,1277.0,920.0
House,3.0,1.0,2.0,Thanlyin,3240.0,380.0
Apartment,3.0,2.0,2.0,Tamwe,1540.0,250.0
House,3.0,1.0,2.0,Dagon Myothit (North),1800.0,780.0
House,5.0,7.0,2.0,Bahan,16000.0,20000.0
Apartment,2.0,2.0,1.0,Yankin,1050.0,240.0
House,4.0,5.0,2.0,Dagon Myothit (South),6400.0,1500.0
Apartment,3.0,2.0,0.5,Okkalappa South,972.0,435.0
House,5.0,2.0,2.0,Thingangkuun,3600.0,3000.0
House,2.0,1.0,2.0,Dagon Myothit (South),3600.0,1500.0
Condo,4.0,3.0,1.0,Kamaryut,2000.0,2300.0
House,5.0,6.0,2.0,Kamaryut,7239.0,11000.0
House,5.0,3.0,4.0,Thingangkuun,2700.0,4500.0
House,5.0,3.0,3.5,Bahan,5600.0,4600.0
Apartment,1.0,1.0,3.0,Okkalappa South,918.0,225.0
House,3.0,3.0,2.0,Sanchaung,2400.0,3500.0
House,5.0,2.0,1.5,Sanchaung,2275.0,4300.0
House,1.0,1.0,1.0,Thanlyin,2400.0,450.0
Condo,2.0,2.0,1.0,Mayangone,1150.0,550.0
House,4.0,2.0,2.0,Thingangkuun,2450.0,2590.0
Apartment,2.0,1.0,6.0,Thaketa,972.0,125.0
House,4.0,5.0,2.5,Thingangkuun,2450.0,2590.0
Condo,4.0,4.0,4.0,Ahlon,1800.0,820.0
Condo,3.0,3.0,1.0,Mayangone,1490.0,1900.0
Apartment,1.0,1.0,1.0,Thingangkuun,600.0,160.0
Apartment,2.0,1.0,4.0,Okkalappa South,918.0,252.0
House,3.0,3.0,2.0,Sanchaung,1625.0,2500.0
Apartment,2.0,1.0,4.0,Tamwe,742.5,149.0
Condo,3.0,2.0,5.0,Bahan,1600.0,750.0
Condo,2.0,2.0,1.0,Lanmadaw,613.0,550.0
Condo,2.0,2.0,6.0,Dagon,1700.0,670.0
Condo,4.0,3.0,15.0,Kamaryut,2000.0,2300.0
Condo,2.0,2.0,7.0,Thingangkuun,1530.0,400.0
House,4.0,3.0,3.0,Thingangkuun,1988.0,3700.0
Condo,3.0,3.0,20.0,Mayangone,1490.0,1900.0
House,4.0,3.0,2.0,Thingangkuun,3000.0,2250.0
Condo,3.0,3.0,1.0,Sanchaung,1056.0,830.0
House,5.0,3.0,2.0,Dagon Myothit (North),2400.0,1350.0
Apartment,2.0,2.0,1.0,Kamaryut,875.0,320.0
Condo,2.0,2.0,1.0,Yankin,961.0,1550.0
House,4.0,3.0,1.0,Dagon Myothit (South),5700.0,2500.0
House,5.0,5.0,3.0,Dagon Myothit (North),2400.0,2610.0
Apartment,1.0,1.0,0.5,Okkalappa South,756.0,305.0
House,2.0,2.0,1.0,Yankin,2400.0,550.0
Apartment,2.0,1.0,1.0,Okkalappa South,990.0,390.0
Condo,3.0,2.0,5.0,Thanlyin,958.0,450.0
Apartment,2.0,4.0,1.0,Dagon Myothit (North),1836.0,1000.0
Apartment,2.0,1.0,5.0,Okkalappa South,918.0,215.0
House,3.0,3.0,2.5,Dagon Myothit (North),1320.0,830.0
House,5.0,6.0,2.0,Thingangkuun,5904.0,5500.0
Apartment,1.0,1.0,6.0,Thingangkuun,675.0,99.8
Apartment,3.0,1.0,5.0,Thingangkuun,1125.0,220.0
House,3.0,2.0,1.0,Dagon Myothit (North),2400.0,1700.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1780.0
Apartment,1.0,1.0,5.0,Thingangkuun,1250.0,235.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1800.0
House,2.0,1.0,2.0,Dagon Myothit (North),2400.0,750.0
Apartment,2.0,2.0,4.0,Okkalappa South,972.0,189.0
Apartment,2.0,1.0,3.0,Tamwe,1050.0,330.0
House,5.0,3.0,2.0,Yankin,2400.0,4000.0
Condo,3.0,3.0,1.0,Hlaing,1480.0,630.0
Apartment,2.0,2.0,3.0,Okkalappa South,918.0,295.0
Apartment,1.0,1.0,4.0,Thingangkuun,600.0,125.0
Condo,2.0,2.0,4.0,Okkalappa South,972.0,300.0
Condo,4.0,1.0,1.0,Thingangkuun,1836.0,388.0
Condo,2.0,2.0,10.0,Hlaing,983.0,540.0
House,10.0,9.0,2.0,Hlaing,6600.0,4950.0
Condo,2.0,2.0,5.0,Okkalappa South,918.0,355.0
Apartment,1.0,1.0,4.0,Ahlon,825.0,205.0
Condo,3.0,3.0,1.0,Kamaryut,2000.0,750.0
Condo,2.0,2.0,1.0,Bahan,1200.0,1800.0
Condo,3.0,3.0,1.0,Mayangone,1900.0,1800.0
House,4.0,4.0,2.0,Mayangone,7700.0,4500.0
Apartment,3.0,3.0,1.0,Okkalappa South,1045.0,480.0
Condo,3.0,2.0,9.0,Pazundaung,1200.0,350.0
Condo,3.0,2.0,3.0,Mayangone,1100.0,400.0
Condo,3.0,3.0,1.0,Yankin,1807.0,780.0
Condo,2.0,2.0,1.0,Yankin,1771.0,1500.0
House,3.0,1.0,2.0,Dagon Myothit (South),1200.0,380.0
House,4.0,2.0,2.0,Dagon Myothit (North),2400.0,3300.0
House,6.0,7.0,3.0,Dagon Myothit (North),5940.0,3800.0
Condo,2.0,2.0,4.0,Okkalappa South,918.0,428.0
Apartment,2.0,2.0,4.0,Okkalappa South,990.0,250.0
Apartment,3.0,1.0,3.0,Okkalappa South,729.0,145.0
Apartment,3.0,1.0,4.0,Okkalappa South,972.0,230.0
Condo,2.0,1.0,1.0,Dagon Myothit (Seikkan),600.0,175.0
Condo,2.0,2.0,1.0,Kamaryut,1380.0,550.0
Condo,3.0,3.0,1.0,Thingangkuun,1801.0,850.0
Condo,2.0,2.0,1.0,Thingangkuun,1530.0,400.0
Condo,3.0,3.0,1.0,Thingangkuun,1500.0,850.0
Condo,2.0,2.0,1.0,Mayangone,950.0,950.0
Apartment,2.0,1.0,1.0,Thingangkuun,1140.0,250.0
Condo,2.0,2.0,1.0,Yankin,961.0,1550.0
Apartment,1.0,1.0,1.0,Hlaing,800.0,330.0
Apartment,2.0,1.0,4.0,Kamaryut,625.0,145.0
Condo,2.0,2.0,5.0,Thanlyin,905.0,450.0
Condo,4.0,2.0,1.0,Dagon Myothit (Seikkan),1200.0,345.0
Apartment,1.0,1.0,1.0,Okkalappa South,972.0,300.0
House,7.0,5.0,2.0,Insein,10000.0,6500.0
Apartment,3.0,1.0,5.0,Okkalappa South,1265.0,225.0
Apartment,2.0,1.0,2.0,Dawbon,625.0,105.0
House,8.0,5.0,2.0,Okkalappa South,1600.0,1500.0
Condo,2.0,2.0,1.0,Yankin,798.0,660.0
Apartment,2.0,1.0,5.0,Thaketa,1045.0,128.5
House,1.0,2.0,3.0,Kamaryut,1170.0,1430.0
House,3.0,1.0,2.0,Kamaryut,1250.0,4250.0
Condo,2.0,1.0,5.0,Thanlyin,710.0,350.0
Condo,3.0,2.0,5.0,Kamaryut,1500.0,600.0
Condo,3.0,2.0,5.0,Thanlyin,1185.0,555.0
House,5.0,5.0,2.0,Thingangkuun,10000.0,6500.0
Condo,3.0,3.0,1.0,Yankin,2100.0,900.0
Condo,4.0,3.0,1.0,Hlaing,1400.0,640.0
Condo,3.0,3.0,1.0,Hlaing,1300.0,599.9
Condo,3.0,2.0,1.0,Sanchaung,1400.0,1600.0
House,4.0,4.0,2.0,Thingangkuun,3600.0,3500.0
Apartment,1.0,2.0,1.0,Sanchaung,625.0,385.0
House,3.0,3.0,2.0,Thingangkuun,1325.0,700.0
House,4.0,4.0,2.0,Mayangone,4967.0,3600.0
House,3.0,3.0,2.0,Ahlon,7200.0,5500.0
House,5.0,3.0,2.0,Mayangone,4860.0,4000.0
Condo,2.0,1.0,4.0,Okkalappa South,756.0,260.0
Apartment,2.0,2.0,6.0,Okkalappa South,918.0,155.0
House,5.0,2.0,2.0,Dagon Myothit (South),2400.0,2000.0
House,5.0,5.0,3.5,Insein,2100.0,4500.0
House,6.0,7.0,3.0,Dagon Myothit (East),3000.0,2950.0
Condo,4.0,4.0,1.0,Hlaing,2015.0,1600.0
Condo,2.0,2.0,4.0,Okkalappa South,972.0,300.0
House,4.0,5.0,2.5,Thingangkuun,6007.0,5500.0
Apartment,1.0,1.0,3.0,Thaketa,972.0,186.0
Condo,2.0,2.0,5.0,Okkalappa South,1026.0,349.0
Apartment,2.0,1.0,2.0,Okkalappa South,918.0,225.0
House,3.0,2.0,2.0,Kamaryut,1250.0,4250.0
House,3.0,2.0,2.0,Kamaryut,1250.0,3980.0
Apartment,2.0,1.0,6.0,Tamwe,900.0,120.0
Apartment,2.0,2.0,6.0,Okkalappa South,700.0,238.0
Apartment,2.0,1.0,6.0,Okkalappa South,972.0,145.0
Condo,2.0,2.0,1.0,Mayangone,1400.0,550.0
House,3.0,3.0,2.0,Thingangkuun,1200.0,1200.0
House,2.0,1.0,2.0,Thingangkuun,1200.0,1350.0
House,4.0,5.0,3.0,Dagon Myothit (North),1320.0,1050.0
Apartment,1.0,1.0,1.0,Tamwe,900.0,700.0
Condo,2.0,1.0,4.0,Okkalappa South,935.0,270.0
Apartment,1.0,1.0,6.0,Sanchaung,625.0,137.5
Condo,4.0,2.0,1.0,Yankin,3050.0,1850.0
Apartment,1.0,1.0,0.5,Hlaing,800.0,330.0
Apartment,1.0,1.0,6.0,Okkalappa South,972.0,142.0
Condo,2.0,2.0,1.0,Sanchaung,1100.0,820.0
Condo,2.0,2.0,1.0,Thingangkuun,1530.0,400.0
Apartment,2.0,1.0,6.0,Okkalappa South,625.0,125.0
House,3.0,2.0,3.0,Okkalappa South,1380.0,670.0
House,3.0,2.0,2.0,Dagon Myothit (North),1740.0,750.0
House,4.0,5.0,3.0,Thaketa,1300.0,1460.0
House,4.0,5.0,2.5,Bahan,4800.0,7500.0
House,5.0,6.0,2.0,Bahan,4050.0,6800.0
House,9.0,7.0,2.0,Yankin,4800.0,8000.0
House,5.0,6.0,2.0,Yankin,4125.0,2650.0
Apartment,2.0,1.0,1.0,Yankin,1050.0,240.0
House,4.0,4.0,4.0,Kyeemyindaing,1000.0,1300.0
Condo,3.0,3.0,1.0,Kamaryut,1750.0,620.0
Condo,2.0,2.0,1.0,Yankin,942.0,660.0
Condo,4.0,4.0,1.0,Ahlon,2205.0,1550.0
Condo,4.0,4.0,1.0,Yankin,3050.0,1850.0
House,5.0,5.0,2.5,Dagon Myothit (North),1500.0,450.0
Condo,2.0,2.0,1.0,Mayangone,1000.0,850.0
Condo,2.0,2.0,1.0,Hlaing,900.0,680.0
House,5.0,5.0,3.0,Mayangone,4000.0,5500.0
Apartment,2.0,1.0,4.0,Okkalappa South,918.0,239.0
House,6.0,6.0,3.5,Thingangkuun,1000.0,1800.0
Condo,2.0,2.0,6.0,Okkalappa South,918.0,345.0
Condo,2.0,2.0,5.0,Okkalappa South,1026.0,380.0
House,4.0,5.0,2.0,Thingangkuun,0.53,4000.0
Apartment,2.0,1.0,4.0,Thingangkuun,972.0,160.0
Apartment,1.0,1.0,1.0,Dawbon,625.0,110.0
Apartment,1.0,1.0,1.0,Yankin,900.0,150.0
Apartment,2.0,2.0,6.0,Okkalappa South,918.0,155.0
Apartment,2.0,1.0,6.0,Okkalappa South,1242.0,180.0
Condo,2.0,1.0,1.0,Botahtaung,650.0,295.0
Apartment,2.0,1.0,1.0,Yankin,1000.0,370.0
House,5.0,4.0,2.0,Mayangone,4800.0,3600.0
House,3.0,3.0,2.0,Mayangone,3850.0,1650.0
House,7.0,6.0,3.0,Mayangone,18225.0,8500.0
House,7.0,7.0,3.0,Mayangone,6400.0,5000.0
House,5.0,5.0,3.5,Mayangone,2834.0,2900.0
House,5.0,5.0,3.5,Mayangone,2834.0,2900.0
House,4.0,4.0,2.0,Mayangone,6534.0,3500.0
House,4.0,4.0,2.0,Hlaing,7110.0,2500.0
House,4.0,3.0,2.0,Hlaing,3900.0,2850.0
House,3.0,3.0,2.0,Hlaing,4000.0,2800.0
House,7.0,7.0,3.0,Dagon Myothit (North),5940.0,3800.0
Apartment,2.0,1.0,4.0,Okkalappa South,918.0,242.0
Apartment,1.0,1.0,1.0,Thingangkuun,6265625.0,125.0
Apartment,3.0,2.0,0.5,Okkalappa South,972.0,435.0
Condo,4.0,2.0,7.0,Sanchaung,2000.0,650.0
Apartment,1.0,1.0,6.0,Sanchaung,625.0,155.0
House,7.0,6.0,3.5,Okkalappa South,3200.0,3600.0
Apartment,1.0,1.0,1.0,Okkalappa South,972.0,355.0
House,6.0,3.0,2.0,Others,4900.0,1200.0
Condo,2.0,2.0,3.0,Yankin,2210.0,600.0
Apartment,2.0,1.0,5.0,Thingangkuun,972.0,216.0
Apartment,2.0,2.0,2.0,Okkalappa South,990.0,210.0
House,3.0,4.0,2.0,Mayangone,1600.0,2050.0
Condo,2.0,2.0,8.0,Insein,1224.0,290.0
Apartment,2.0,1.0,1.0,Thaketa,972.0,175.0
Condo,4.0,3.0,1.0,Yankin,1690.0,765.0
Condo,2.0,2.0,1.0,Ahlon,1654.0,1241.0
House,4.0,2.0,3.0,Dagon Myothit (North),1200.0,700.0
House,2.0,1.0,1.0,Dagon Myothit (North),2400.0,680.0
House,2.0,1.0,2.0,Insein,3100.0,1050.0
Apartment,2.0,1.0,5.0,Thaketa,1026.0,128.5
House,7.0,6.0,3.0,Dagon Myothit (North),2400.0,2500.0
House,6.0,6.0,3.0,Dagon Myothit (North),2400.0,2650.0
Apartment,3.0,1.0,1.0,Thaketa,1200.0,290.0
Condo,2.0,2.0,5.0,Okkalappa South,1026.0,349.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1300.0
House,2.0,2.0,2.0,Dagon Myothit (North),2400.0,1200.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,186.0
House,3.0,3.0,2.0,Okkalappa South,2400.0,1800.0
House,2.0,2.0,2.0,Okkalappa South,2400.0,2000.0
House,5.0,3.0,3.0,Hlaing,2275.0,2500.0
House,2.0,2.0,1.0,Thingangkuun,3600.0,1600.0
House,3.0,2.0,2.5,Thanlyin,1244.0,565.0
Condo,2.0,2.0,1.0,Hlaing,1150.0,850.0
Apartment,2.0,2.0,1.0,Okkalappa South,972.0,445.0
Condo,2.0,2.0,9.0,Kamaryut,1885.0,2150.0
Apartment,1.0,1.0,6.0,Sanchaung,625.0,151.0
House,6.0,5.0,1.5,Kamaryut,6400.0,9500.0
Condo,3.0,3.0,1.0,Bahan,1432.0,800.0
House,4.0,3.0,2.0,Yankin,2400.0,3000.0
Condo,2.0,2.0,1.0,Hlaing,900.0,2.3
Condo,3.0,3.0,6.0,Yankin,1380.0,750.0
Condo,3.0,3.0,1.0,Ahlon,1800.0,820.0
House,4.0,4.0,2.0,Thingangkuun,6007.0,5500.0
House,4.0,2.0,2.0,Thingangkuun,1000.0,670.0
House,4.0,5.0,2.0,Okkalappa South,2700.0,4200.0
Apartment,2.0,1.0,2.0,Okkalappa South,918.0,245.0
Apartment,2.0,1.0,4.0,Okkalappa South,972.0,275.0
Condo,3.0,3.0,1.0,Thingangkuun,2025.0,810.0
Condo,4.0,4.0,1.0,Ahlon,3200.0,1200.0
House,2.0,1.0,1.0,Thaketa,1200.0,270.0
Condo,7.0,7.0,1.0,Dagon,5008.0,3004.8
Apartment,2.0,1.0,2.0,Thingangkuun,972.0,269.0
Condo,3.0,2.0,4.0,Thingangkuun,1059.0,750.0
Condo,3.0,2.0,2.0,Thanlyin,1277.0,630.0
House,7.0,3.0,2.0,Others,10904.0,2000.0
Condo,2.0,2.0,2.0,Okkalappa South,1120.0,460.0
Condo,3.0,3.0,1.0,Hlaing,2300.0,1200.0
House,6.0,4.0,2.0,Okkalappa South,2400.0,1500.0
House,4.0,1.0,2.0,Thingangkuun,7200.0,2500.0
Condo,2.0,1.0,1.0,Okkalappa South,1026.0,310.0
Condo,3.0,3.0,1.0,Ahlon,1990.0,980.0
Apartment,2.0,1.0,3.0,Okkalappa South,972.0,275.0
House,3.0,1.0,1.0,Insein,2400.0,950.0
Apartment,2.0,1.0,3.0,Okkalappa South,918.0,252.0
House,4.0,3.0,3.0,Dagon Myothit (North),2400.0,1950.0
House,5.0,4.0,2.0,Mayangone,4240.0,2050.0
House,5.0,5.0,2.0,Okkalappa South,3600.0,3000.0
House,10.0,9.0,3.0,Dagon Myothit (North),5400.0,3800.0
Condo,2.0,2.0,1.0,Mayangone,1000.0,1000.0
House,5.0,5.0,3.0,Dagon Myothit (North),2400.0,2850.0
Condo,2.0,2.0,1.0,Yankin,798.0,720.0
Apartment,2.0,1.0,2.0,Thaketa,972.0,186.0
House,4.0,2.0,3.5,Dagon Myothit (North),1200.0,1250.0
Condo,4.0,3.0,1.0,Yankin,1690.0,765.0
Condo,3.0,2.0,1.0,Ahlon,1825.0,780.0
House,2.0,1.0,1.0,Dagon Myothit (East),2400.0,820.0
Apartment,2.0,1.0,4.0,Sanchaung,750.0,235.0
Apartment,2.0,1.0,2.0,Okkalappa South,972.0,250.0
Condo,3.0,2.0,8.0,Insein,1224.0,290.0
Apartment,1.0,1.0,6.0,Dawbon,625.0,85.0
Apartment,2.0,1.0,6.0,Sanchaung,625.0,165.0
House,3.0,2.0,2.0,Dagon Myothit (North),1200.0,1300.0
House,4.0,2.0,2.0,Dagon Myothit (North),2400.0,980.0
House,1.0,2.0,3.0,Okkalappa North,1000.0,1850.0
House,3.0,2.0,2.5,Dagon Myothit (North),4800.0,2500.0
Condo,4.0,3.0,11.0,Hlaing,2638.0,2000.0
Condo,4.0,3.0,10.0,Kamaryut,1885.0,2150.0
Condo,1.0,1.0,9.0,Yankin,520.0,530.0
Condo,2.0,2.0,1.0,Okkalappa South,972.0,390.0
Apartment,3.0,1.0,6.0,Tamwe,1081.0,175.0
Apartment,2.0,2.0,6.0,Thaketa,1026.0,135.0
Apartment,1.0,1.0,5.0,Okkalappa South,990.0,180.0
Apartment,1.0,1.0,4.0,Thingangkuun,625.0,60.0
Apartment,2.0,1.0,5.0,Thaketa,972.0,115.0
Apartment,7.0,5.0,1.0,Okkalappa South,918.0,400.0
House,7.0,5.0,3.0,Mayangone,7100.0,8500.0
Apartment,1.0,1.0,6.0,Dagon Myothit (North),972.0,140.0
House,3.0,2.0,2.0,Thingangkuun,5740.0,5600.0
Condo,2.0,1.0,1.0,Mayangone,1100.0,550.0
Apartment,1.0,1.0,5.0,Dagon Myothit (North),972.0,160.0
House,2.0,2.0,2.0,Mayangone,3300.0,630.0
Condo,1.0,1.0,8.0,Tamwe,1150.0,350.0
Apartment,1.0,1.0,2.0,Okkalappa South,918.0,225.0
House,5.0,4.0,2.0,Mayangone,4500.0,3600.0
Condo,3.0,4.0,4.0,Ahlon,1800.0,820.0
Condo,2.0,1.0,1.0,Okkalappa South,1026.0,355.0
Condo,3.0,3.0,1.0,Hlaing,1364.0,800.0
Condo,4.0,4.0,1.0,Ahlon,3200.0,1200.0
House,2.0,1.0,2.0,Insein,840.0,259.0
Condo,4.0,4.0,1.0,Kamaryut,1900.0,807.0
Condo,4.0,4.0,1.0,Ahlon,1889.0,3400.0
Condo,4.0,4.0,1.0,Ahlon,2360.0,1450.0
Condo,3.0,3.0,1.0,Ahlon,2000.0,1000.0
Condo,2.0,2.0,1.0,Thingangkuun,900.0,390.0
Condo,4.0,4.0,1.0,Hlaing,2600.0,1560.0
Condo,5.0,5.0,1.0,Ahlon,2360.0,1650.0
Condo,3.0,3.0,1.0,Yankin,1100.0,950.0
Condo,4.0,4.0,1.0,Sanchaung,2000.0,1800.0
Condo,2.0,2.0,1.0,Lanmadaw,587.0,520.0
Apartment,2.0,1.0,6.0,Thaketa,754.0,62.0
House,4.0,3.0,2.0,Dagon Myothit (North),1200.0,1060.0
Apartment,1.0,1.0,2.0,Okkalappa South,1200.0,250.0
Condo,2.0,2.0,1.0,Thingangkuun,2350.0,645.0
Condo,2.0,2.0,1.0,Okkalappa South,918.0,387.0
Condo,1.0,1.0,6.0,Thaketa,896.0,190.0
House,4.0,3.0,2.0,Thaketa,3600.0,1800.0
Condo,3.0,3.0,3.0,Kamaryut,2000.0,750.0
Condo,3.0,2.0,1.0,Mayangone,1500.0,1500.0
House,5.0,5.0,2.0,Bahan,3500.0,7000.0
House,5.0,1.0,2.0,Sanchaung,0.52,55000.0
House,5.0,6.0,2.0,Thingangkuun,8100.0,4000.0
Condo,2.0,2.0,4.0,Okkalappa South,918.0,365.0
House,5.0,5.0,3.0,Hlaing,2275.0,3000.0
Condo,1.0,1.0,5.0,Mayangone,720.0,400.0
Apartment,2.0,1.0,1.0,Okkalappa South,918.0,265.0
Apartment,1.0,1.0,1.0,Kamaryut,625.0,190.0
Apartment,3.0,1.0,1.0,Bahan,900.0,550.0
Apartment,1.0,1.0,1.0,Okkalappa South,918.0,265.0
Apartment,2.0,1.0,7.0,Sanchaung,935.0,192.0
House,4.0,3.0,2.5,Dagon Myothit (North),1200.0,1060.0
House,5.0,3.0,2.0,Mayangone,5600.0,6500.0
House,6.0,7.0,2.5,Dagon Myothit (North),2400.0,1585.0
House,4.0,4.0,2.0,Mayangone,3136.0,2400.0
House,4.0,4.0,2.0,Mayangone,4500.0,4500.0
Apartment,3.0,2.0,5.0,Sanchaung,1250.0,270.0
Condo,3.0,3.0,1.0,Hlaing,1259.0,870.0
Apartment,2.0,1.0,5.0,Okkalappa South,918.0,215.0
House,7.0,6.0,2.0,Yankin,4125.0,2200.0
House,2.0,1.0,1.0,Thanlyin,675.0,70.0
Apartment,2.0,1.0,1.0,Sanchaung,900.0,380.0
Condo,2.0,2.0,1.0,Okkalappa South,1026.0,380.0
Condo,3.0,2.0,1.0,Yankin,1771.0,15000.0
Apartment,2.0,1.0,6.0,Dagon Myothit (South),990.0,183.0
Apartment,2.0,1.0,6.0,Thaketa,972.0,115.0
Condo,1.0,1.0,8.0,Tamwe,750.0,350.0
Apartment,1.0,1.0,6.0,Hlaing,625.0,124.0
House,2.0,1.0,1.0,Dagon Myothit (North),750.0,154.5
House,4.0,2.0,2.0,Dagon Myothit (North),2400.0,1000.0
House,3.0,1.0,2.0,Dagon Myothit (North),1320.0,830.0
Apartment,1.0,2.0,2.0,Okkalappa South,972.0,270.0
Condo,2.0,2.0,4.0,Okkalappa South,918.0,365.0
House,4.0,4.0,2.0,Thingangkuun,4800.0,4700.0
House,4.0,3.0,2.0,Thingangkuun,3600.0,3500.0
Apartment,2.0,1.0,5.0,Okkalappa South,972.0,198.0
House,3.0,3.0,1.0,Yankin,4788.0,6000.0
Condo,2.0,1.0,7.0,Insein,656.0,235.0
Apartment,1.0,2.0,1.0,Sanchaung,750.0,350.0
House,5.0,3.0,3.5,Dagon Myothit (North),1380.0,1200.0
Condo,2.0,2.0,4.0,Thingangkuun,918.0,415.0
Apartment,1.0,1.0,5.0,Thingangkuun,625.0,160.0
House,4.0,5.0,2.0,Okkalappa North,1588.0,6500.0
Condo,2.0,2.0,1.0,Others,1227.0,980.0
House,3.0,3.0,2.0,Dagon Myothit (North),1320.0,560.0
Condo,3.0,3.0,1.0,Lanmadaw,1180.0,850.0
Condo,3.0,3.0,1.0,Yankin,1499.0,1000.0
Condo,3.0,3.0,1.0,Hlaing,1700.0,1200.0
Condo,2.0,2.0,2.0,Okkalappa South,1026.0,380.0
Condo,2.0,2.0,3.0,Thingangkuun,918.0,415.0
Apartment,2.0,1.0,5.0,Hlaing,840.0,110.0
House,2.0,2.0,1.5,Okkalappa North,1200.0,410.0
House,5.0,4.0,2.5,Others,9375.0,6500.0
House,4.0,3.0,2.0,Others,8650.0,6000.0
Apartment,2.0,2.0,3.0,Okkalappa South,972.0,260.0
Condo,3.0,2.0,1.0,Mayangone,1700.0,670.0
Apartment,1.0,1.0,2.0,Mayangone,625.0,137.0
Apartment,2.0,3.0,0.5,Okkalappa South,972.0,455.0
Apartment,1.0,1.0,1.0,Dawbon,625.0,105.0
Apartment,2.0,1.0,1.0,Okkalappa South,972.0,455.0
Apartment,2.0,1.0,5.0,Thaketa,990.0,118.0
Apartment,1.0,2.0,1.0,Okkalappa South,972.0,310.0
Apartment,2.0,1.0,1.0,Okkalappa South,1026.0,284.5
Apartment,2.0,1.0,1.0,Okkalappa South,810.0,175.0
Apartment,2.0,1.0,1.0,Okkalappa South,918.0,239.0
Apartment,2.0,1.0,1.0,Sanchaung,1170.0,380.0
Apartment,1.0,1.0,1.0,Sanchaung,625.0,130.0
Condo,2.0,3.0,1.0,Sanchaung,1800.0,460.0
House,3.0,3.0,2.0,Okkalappa South,1500.0,1600.0
Condo,4.0,4.0,1.0,Thingangkuun,1801.0,850.0
House,2.0,2.0,1.0,Mayangone,5600.0,2500.0
Condo,3.0,2.0,1.0,Mayangone,1280.0,860.0
Apartment,2.0,2.0,1.0,Okkalappa South,972.0,455.0
House,4.0,2.0,2.0,Yankin,3600.0,1500.0
House,3.0,3.0,2.0,Yankin,2244.0,3200.0
House,5.0,5.0,2.0,Thingangkuun,2600.0,4800.0
House,6.0,4.0,2.0,Thingangkuun,3420.0,5000.0
Condo,3.0,3.0,1.0,Yankin,1298.0,790.0
House,4.0,4.0,3.0,Thingangkuun,2000.0,2900.0
House,5.0,5.0,2.5,Thingangkuun,1800.0,3200.0
House,3.0,3.0,2.0,Thingangkuun,3000.0,3600.0
House,4.0,3.0,2.0,Dagon Myothit (North),6180.0,2750.0
Condo,2.0,1.0,1.0,Botahtaung,650.0,270.0
House,5.0,1.0,2.0,Yankin,4800.0,8000.0
Condo,3.0,3.0,1.0,Tamwe,1900.0,1250.0
House,6.0,6.0,3.0,Okkalappa South,4800.0,7500.0
House,6.0,6.0,3.0,Mayangone,3016.0,6800.0
House,4.0,4.0,2.0,Yankin,6800.0,6800.0
House,5.0,5.0,3.0,Okkalappa South,7200.0,5800.0
House,4.0,4.0,2.0,Dagon Myothit (North),2256.0,1440.0
Apartment,2.0,1.0,1.0,Dagon Myothit (North),1045.0,350.0
Apartment,2.0,1.0,6.0,Thaketa,972.0,97.0
Apartment,3.0,1.0,6.0,Tamwe,1081.0,175.0
Apartment,2.0,1.0,4.0,Okkalappa South,1026.0,110.0
Condo,3.0,3.0,1.0,Sanchaung,1800.0,1800.0
Condo,4.0,2.0,1.0,Ahlon,3308.0,2150.0
Condo,4.0,2.0,1.0,Yankin,1980.0,1500.0
Condo,1.0,1.0,0.5,Kyeemyindaing,810.0,475.0
Apartment,3.0,2.0,5.0,Sanchaung,1250.0,270.0
Apartment,1.0,1.0,6.0,Sanchaung,625.0,135.0
Apartment,1.0,1.0,5.0,Mayangone,625.0,77.0
Condo,4.0,3.0,1.0,Yankin,1800.0,750.0
House,4.0,2.0,2.5,Mayangone,3600.0,4000.0
House,6.0,6.0,2.0,Others,11000.0,6250.0
House,4.0,4.0,2.0,Kamaryut,3600.0,3500.0
House,7.0,3.0,2.0,Okkalappa South,7000.0,3000.0
Condo,2.0,2.0,1.0,Pazundaung,1500.0,280.0
House,7.0,4.0,2.0,Others,11000.0,6250.0
