price_lakhs,day,month,year,Type,Bed Room,Bath Room,Ownership,Furnishing Type,Floor,Room Partition Type,Flooring Type,State,city,Area_ft_square
850.0,29,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Mayangone,575.0
1750.0,29,Dec,2025,Apartment,0,0,0,0,2.0,0,0,Yangon,Thaketa,972.0
3800.0,29,Dec,2025,Condo,2,2,0,0,3.0,0,0,Yangon,Okkalappa South,918.0
4892.0,29,Dec,2025,Condo,3,3,0,0,0.0,0,0,Yangon,Thingangkuun,917.0
1250.0,29,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,625.0
2500.0,29,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,972.0
1250.0,29,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thaketa,990.0
269062.0,29,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Bahan,9278.0
3040.0,29,Dec,2025,Apartment,2,2,0,Fully Furnished,2.0,0,0,Yangon,Thingangkuun,972.0
32000.0,29,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Mayangone,3160.0
50000.0,29,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Mayangone,5625.0
32000.0,29,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Mayangone,3160.0
30000.0,29,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,2400.0
297000.0,29,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Mayangone,9900.0
9639.0,29,Dec,2025,Office / Retail,0,0,0,0,0.0,0,0,Yangon,Thaketa,1377.0
4400.0,29,Dec,2025,Condo,2,2,0,Fully Furnished,2.0,0,0,Yangon,Okkalappa South,1026.0
25000.0,29,Dec,2025,House,0,0,Contract,0,0.0,0,0,Yangon,Tamwe,3250.0
45.0,29,Dec,2025,Condo,0,0,0,Fully Furnished,0.0,0,0,Yangon,Yankin,1297.0
85000.0,29,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Kamaryut,4774.0
297000.0,29,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Mayangone,9900.0
2070.0,28,Dec,2025,Apartment,2,1,0,Fully Furnished,3.0,0,0,Yangon,Okkalappa South,756.0
4700.0,28,Dec,2025,Condo,3,3,0,0,4.0,0,0,Yangon,Kyeemyindaing,1400.0
2060.0,28,Dec,2025,Apartment,1,1,0,Fully Furnished,5.0,0,0,Yangon,Tamwe,600.0
1287.0,28,Dec,2025,Apartment,0,0,0,0,6.0,0,0,Yangon,Thaketa,1045.0
1280.0,28,Dec,2025,Apartment,2,1,0,0,3.0,0,0,Yangon,Thaketa,972.0
1400.0,28,Dec,2025,Apartment,1,1,0,0,2.0,0,0,Yangon,Okkalappa South,728.0
2090.0,28,Dec,2025,Apartment,2,1,0,Tiled Floor &amp; Walls for Kitchen,2.0,0,0,Yangon,Okkalappa South,972.0
3790.0,28,Dec,2025,Apartment,2,2,0,Fully Furnished,1.0,0,0,Yangon,Thingangkuun,972.0
1500.0,28,Dec,2025,Apartment,2,1,0,Tiled Floor &amp; Walls for Kitchen,1.0,0,0,Yangon,Thingangkuun,972.0
60000.0,27,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Mayangone,11325.0
15500.0,27,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Thingangkuun,1200.0
5716.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Insein,1429.0
2700.0,27,Dec,2025,Apartment,2,1,0,Tiled Floor &amp; Walls for Kitchen,3.0,0,0,Yangon,Tamwe,1224.0
2350.0,27,Dec,2025,Apartment,4,1,0,Tiled Floor &amp; Walls for Kitchen,5.0,0,0,Yangon,Tamwe,900.0
7260.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Insein,1452.0
1380.0,27,Dec,2025,Apartment,2,2,0,Tiled Floor &amp; Walls for Kitchen,6.0,0,0,Yangon,Tamwe,1250.0
7625.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Thaketa,1250.0
6400.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Insein,1748.0
2500.0,27,Dec,2025,Apartment,1,1,0,Tiled Floor &amp; Walls for Kitchen,5.0,0,0,Yangon,Lanmadaw,625.0
2500.0,27,Dec,2025,Apartment,0,2,0,Tiled Floor &amp; Walls for Kitchen,5.5,0,0,Yangon,Lanmadaw,625.0
2000.0,27,Dec,2025,Apartment,2,1,0,Tiled Floor &amp; Walls for Kitchen,6.0,0,0,Yangon,Pazundaung,990.0
2700.0,27,Dec,2025,Apartment,2,1,0,Tiled Floor &amp; Walls for Kitchen,5.0,0,0,Yangon,Pazundaung,900.0
3500.0,27,Dec,2025,Apartment,2,1,0,Tiled Floor &amp; Walls for Kitchen,1.0,0,0,Yangon,Pazundaung,900.0
7000.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Insein,1320.0
1700.0,27,Dec,2025,Apartment,0,1,0,0,2.0,0,0,Yangon,Thaketa,972.0
10000.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Mayangone,1800.0
2900.0,27,Dec,2025,Apartment,4,3,0,0,0.5,0,0,Yangon,Yankin,2000.0
1385.0,27,Dec,2025,Apartment,0,1,0,0,5.0,0,0,Yangon,Thaketa,972.0
30000.0,27,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,1250.0
5000.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Insein,1250.0
9400.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Mayangone,2000.0
8125.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Thaketa,1250.0
7328.0,27,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Hlaing,916.0
11500.0,27,Dec,2025,Condo,3,3,0,0,1.0,0,0,Yangon,Yankin,1750.0
5716.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Mayangone,1429.0
1100.0,27,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Dawbon,625.0
2100.0,27,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (East),1200.0
2610.0,27,Dec,2025,Apartment,0,0,0,0,3.0,0,0,Yangon,Okkalappa South,972.0
1100.0,27,Dec,2025,Apartment,0,0,0,0,3.0,0,0,Yangon,Dawbon,625.0
1650.0,27,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),918.0
1350.0,27,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Hlaing,625.0
2100.0,27,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,875.0
9500.0,27,Dec,2025,Condo,3,3,0,0,1.0,0,0,Yangon,Yankin,1100.0
1850.0,27,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,810.0
1050.0,27,Dec,2025,Apartment,0,0,0,0,2.0,0,0,Yangon,Dawbon,625.0
2000.0,27,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Insein,855.0
1870.0,27,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Sanchaung,625.0
6600.0,27,Dec,2025,Condo,2,2,0,0,10.0,0,0,Yangon,Lanmadaw,929.0
4500.0,27,Dec,2025,Apartment,2,3,0,0,4.0,0,0,Yangon,Hlaing,1496.0
2790.0,27,Dec,2025,Condo,2,2,0,Fully Furnished,7.0,0,0,Yangon,Okkalappa North,1045.0
1970.0,27,Dec,2025,Apartment,2,2,0,Fully Furnished,0.5,0,0,Yangon,Thaketa,825.0
975.0,27,Dec,2025,Apartment,1,1,0,Fully Furnished,6.0,0,0,Yangon,Thaketa,810.0
1620.0,27,Dec,2025,Apartment,0,1,0,0,3.0,0,0,Yangon,Thaketa,810.0
1860.0,27,Dec,2025,Apartment,1,1,0,Partially Furnished,2.0,0,0,Yangon,Thaketa,972.0
1330.0,27,Dec,2025,Apartment,2,1,0,Fully Furnished,5.0,0,0,Yangon,Thaketa,972.0
40000.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Mayangone,8500.0
1680.0,27,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Thingangkuun,1026.0
125000.0,27,Dec,2025,House,0,0,0,0,3.0,0,0,Yangon,Kamaryut,7068.0
2350.0,27,Dec,2025,Apartment,1,1,0,Fully Furnished,1.0,0,0,Yangon,Thaketa,972.0
1670.0,27,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Hlaing,625.0
170000.0,27,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Kamaryut,9100.0
1750.0,27,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Thaketa,1045.0
1950.0,27,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Kamaryut,625.0
300000.0,27,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Kamaryut,7230.96
3000.0,27,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Tamwe,625.0
13000.0,27,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
1920.0,27,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Thingangkuun,972.0
3250.0,27,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Okkalappa South,767.0
3000.0,27,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Okkalappa South,972.0
2150.0,27,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Sanchaung,625.0
4700.0,27,Dec,2025,Condo,1,1,0,Fully Furnished,8.0,0,0,Yangon,Yankin,450.0
4800.0,27,Dec,2025,Condo,1,1,0,Fully Furnished,22.0,0,0,Yangon,Yankin,450.0
7000.0,27,Dec,2025,Condo,2,1,0,Fully Furnished,14.0,0,0,Yangon,Yankin,780.0
6400.0,27,Dec,2025,Condo,2,1,0,Fully Furnished,3.0,0,0,Yangon,Yankin,780.0
6600.0,27,Dec,2025,Condo,2,1,0,Fully Furnished,6.0,0,0,Yangon,Yankin,800.0
300000.0,27,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Kamaryut,7230.96
18500.0,27,Dec,2025,Condo,4,3,Contract,0,2.0,Master and Single Bedroom,Parquet Flooring,Yangon,Ahlon,2205.0
8500.0,27,Dec,2025,Condo,3,2,0,Tiled Floor &amp; Walls for Kitchen,1.0,0,0,Yangon,Okkalappa South,1199.0
2880.0,27,Dec,2025,Apartment,2,2,0,Fully Furnished,3.0,0,0,Yangon,Okkalappa South,972.0
45000.0,27,Dec,2025,House,7,6,Inheritance,0,3.0,Master and Single Bedroom,0,Yangon,Mayangone,2976.0
56000.0,27,Dec,2025,House,5,6,0,Partially Furnished,2.0,0,0,Yangon,Mayangone,7000.0
56000.0,27,Dec,2025,House,5,5,Contract,Fully Furnished,2.0,Master and Single Bedroom,Parquet Flooring,Yangon,Mayangone,7000.0
26000.0,27,Dec,2025,House,5,2,Grant,Fully Furnished,2.0,Master and Single Bedroom,Parquet Flooring,Yangon,Mayangone,3000.0
2490.0,26,Dec,2025,Apartment,2,1,0,0,1.0,0,0,Yangon,Hlaing,750.0
23500.0,26,Dec,2025,House,6,7,0,Tiled Floor &amp; Walls for Kitchen,3.0,0,0,Yangon,Dagon Myothit (North),2460.0
11500.0,26,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Tamwe,1625.0
9500.0,26,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
3000.0,26,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (East),2400.0
2400.0,26,Dec,2025,Apartment,0,0,0,0,2.0,0,0,Yangon,Tamwe,960.0
2500.0,26,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Thaketa,825.0
14.0,26,Dec,2025,House,0,0,0,0,3.0,0,0,Yangon,Okkalappa North,1200.0
15.0,26,Dec,2025,House,0,0,0,0,1.0,0,0,Yangon,Thaketa,1200.0
7950.0,26,Dec,2025,House,7,3,0,Tiled Floor &amp; Walls for Kitchen,3.0,0,0,Yangon,Dagon Myothit (North),1200.0
30000.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
4800.0,26,Dec,2025,Apartment,3,2,0,Tiled Floor &amp; Walls for Kitchen,1.0,0,0,Yangon,Bahan,900.0
3200.0,26,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Sanchaung,550.0
2350.0,26,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Pazundaung,625.0
750.0,26,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Mayangone,625.0
710000.0,26,Dec,2025,Condo,3,2,0,0,0.0,0,0,Yangon,Mayangone,1757.0
950.0,26,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Kyeemyindaing,625.0
3150.0,26,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Okkalappa South,918.0
1980.0,26,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Okkalappa South,918.0
1280.0,26,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Insein,752.5
38000.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),9600.0
3500.0,26,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Okkalappa South,1296.0
2900.0,26,Dec,2025,Apartment,4,2,0,0,0.0,0,0,Yangon,Hlaing,1000.0
1650.0,26,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Dagon Myothit (North),918.0
1350.0,26,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Thaketa,1045.0
3000.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,972.0
1500.0,26,Dec,2025,Apartment,0,0,0,0,2.0,0,0,Yangon,Pazundaung,625.0
1135.0,26,Dec,2025,Apartment,0,0,0,0,6.0,0,0,Yangon,Thaketa,1045.0
3800.0,26,Dec,2025,Condo,0,0,0,0,3.0,0,0,Yangon,Okkalappa South,918.0
3790.0,26,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Thingangkuun,972.0
6700.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (South),2400.0
7625.0,26,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Thaketa,1250.0
1350.0,26,Dec,2025,Apartment,0,0,0,0,4.0,0,0,Yangon,Thingangkuun,990.0
11000.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,1200.0
7300.0,26,Dec,2025,Condo,2,2,0,Fully Furnished,1.0,0,0,Yangon,Sanchaung,1065.0
7000.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
7164.0,26,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Insein,1320.0
26000.0,26,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Okkalappa North,10800.0
12300.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (East),4800.0
997.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Dawbon,625.0
1000.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,650.0
1287.0,26,Dec,2025,Apartment,0,0,0,0,6.0,0,0,Yangon,Thaketa,1026.0
11000.0,26,Dec,2025,Condo,2,2,0,0,1.0,0,0,Yangon,Ahlon,2000.0
3200.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Sanchaung,550.0
1170.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Insein,972.0
1299.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Dawbon,625.0
1297.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Dawbon,625.0
6400.0,26,Dec,2025,Condo,2,2,0,Fully Furnished,1.0,0,0,Yangon,Thingangkuun,1059.0
1080.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thaketa,715.0
1680.0,26,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,1026.0
40000.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,2400.0
40000.0,26,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Kamaryut,3600.0
850.0,26,Dec,2025,Apartment,1,1,0,Partially Furnished,3.0,0,0,Yangon,Mayangone,575.0
239580.0,26,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Yankin,10890.0
6500.0,26,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Okkalappa North,1200.0
12500.0,26,Dec,2025,House,0,1,0,0,2.0,0,0,Yangon,Dagon Myothit (North),2400.0
12500.0,26,Dec,2025,House,4,4,0,Tiled Floor &amp; Walls for Kitchen,2.0,0,0,Yangon,Dagon Myothit (North),2400.0
35000.0,26,Dec,2025,House,4,3,0,Tiled Floor &amp; Walls for Kitchen,1.0,0,0,Yangon,Dagon Myothit (North),6603.0
4800.0,26,Dec,2025,Condo,3,2,0,Tiled Floor &amp; Walls for Kitchen,2.0,0,0,Yangon,Tamwe,1250.0
2580.0,26,Dec,2025,Condo,1,1,0,0,7.0,0,0,Yangon,Thaketa,972.0
75000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Okkalappa South,4800.0
1480.0,25,Dec,2025,Apartment,0,1,0,0,0.0,0,0,Yangon,Thingangkuun,625.0
48000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Yankin,2640.0
36000.0,25,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,3720.0
45000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Yankin,2400.0
11800.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
170000.0,25,Dec,2025,House,0,0,0,0,3.0,0,0,Yangon,Bahan,6400.0
1250.0,25,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Okkalappa South,625.0
27500.0,25,Dec,2025,House,4,4,0,Fully Furnished,2.5,0,0,Yangon,Dagon Myothit (North),2400.0
2820.0,25,Dec,2025,Apartment,2,2,0,Fully Furnished,3.0,0,0,Yangon,Okkalappa South,1026.0
2700.0,25,Dec,2025,Apartment,2,1,0,0,1.0,0,0,Yangon,Okkalappa South,972.0
132000.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Bahan,6000.0
32000.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Mayangone,3200.0
11800.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
7950.0,25,Dec,2025,House,7,3,0,Fully Furnished,3.0,0,0,Yangon,Dagon Myothit (North),1200.0
85000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Kamaryut,4774.0
7700.0,25,Dec,2025,Condo,3,2,0,0,0.0,0,0,Yangon,Hlaing,1980.0
4800.0,25,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Hlaing,1450.0
4900.0,25,Dec,2025,Condo,3,3,0,0,0.0,0,0,Yangon,Hlaing,1217.0
7500.0,25,Dec,2025,Condo,4,2,0,0,0.0,0,0,Yangon,Hlaing,1850.0
7500.0,25,Dec,2025,Condo,3,2,0,0,0.0,0,0,Yangon,Hlaing,1216.0
4800.0,25,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Hlaing,1088.0
5260.0,25,Dec,2025,Condo,3,3,0,0,0.0,0,0,Yangon,Hlaing,1250.0
3750.0,25,Dec,2025,Condo,3,2,0,0,0.0,0,0,Yangon,Hlaing,1100.0
3200.0,25,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Hlaing,900.0
5500.0,25,Dec,2025,House,0,0,Contract,0,1.0,0,0,Yangon,Okkalappa North,2400.0
132000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Bahan,6000.0
970.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Dawbon,625.0
2500.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thaketa,972.0
2100.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,972.0
2500.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thaketa,972.0
3040.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,972.0
1600.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thaketa,1026.0
1450.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa North,972.0
855.0,25,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Dawbon,625.0
2370.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,972.0
1650.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thaketa,972.0
920.0,25,Dec,2025,Apartment,0,0,0,0,0.0,0,0,Yangon,Thingangkuun,600.0
2750.0,25,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Mingalartaungnyunt,715.0
4300.0,25,Dec,2025,Apartment,4,2,0,0,1.0,0,0,Yangon,Dagon Myothit (South),1000.0
14000.0,25,Dec,2025,House,0,0,0,0,1.0,0,0,Yangon,Dagon Myothit (North),2400.0
2900.0,25,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (East),2400.0
9500.0,25,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
5200.0,25,Dec,2025,House,2,1,0,0,1.0,0,0,Yangon,Dagon Myothit (North),1200.0
1250.0,25,Dec,2025,Apartment,0,0,0,0,4.0,0,0,Yangon,Okkalappa South,702.0
2370.0,25,Dec,2025,Apartment,2,1,0,0,5.0,0,0,Yangon,Okkalappa South,972.0
4500.0,25,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
8800.0,25,Dec,2025,Condo,4,4,0,0,1.0,0,0,Yangon,Hlaing,1834.0
10857.0,25,Dec,2025,Condo,3,3,0,0,0.0,0,0,Yangon,Okkalappa South,987.0
160000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Bahan,8712.0
126000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Mayangone,6300.0
50000.0,25,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Mayangone,5625.0
75000.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,4800.0
6900.0,25,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Thingangkuun,1044.0
200000.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Bahan,0.21
27000.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Mayangone,3000.0
36000.0,25,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Okkalappa South,3720.0
45000.0,25,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Yankin,2580.0
1280.0,25,Dec,2025,Apartment,1,1,0,Fully Furnished,4.0,0,0,Yangon,Tamwe,900.0
4250.0,25,Dec,2025,Condo,2,2,0,Fully Furnished,5.0,0,0,Yangon,Okkalappa South,918.0
2480.0,25,Dec,2025,Condo,1,1,0,Fully Furnished,4.0,0,0,Yangon,Thingangkuun,771.0
1700.0,25,Dec,2025,Apartment,0,1,0,Tiled Floor &amp; Walls for Kitchen,3.0,0,0,Yangon,Sanchaung,650.0
4000.0,25,Dec,2025,Condo,2,2,0,0,7.0,0,0,Yangon,Thingangkuun,1530.05
9800.0,25,Dec,2025,Condo,3,3,0,Tiled Floor &amp; Walls for Kitchen,10.0,0,0,Yangon,Hlaing,1825.0
3500.0,25,Dec,2025,Condo,3,2,0,Not Furnished,5.0,0,0,Yangon,Thingangkuun,1650.0
1450.0,25,Dec,2025,Apartment,1,1,0,0,1.0,0,0,Yangon,Dawbon,625.0
68500.0,25,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Kamaryut,13503.6
6300.0,24,Dec,2025,Condo,3,3,0,Fully Furnished,5.0,0,0,Yangon,Dagon,1700.0
1300.0,24,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Mayangone,972.0
975.0,24,Dec,2025,Apartment,0,0,0,0,6.0,0,0,Yangon,Thaketa,810.0
4500.0,24,Dec,2025,Office / Retail,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1200.0
5200.0,24,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (South),1200.0
3000.0,24,Dec,2025,Apartment,0,0,0,0,1.0,0,0,Yangon,Okkalappa South,972.0
1720.0,24,Dec,2025,Apartment,0,0,0,0,6.0,0,0,Yangon,Okkalappa South,990.0
5200.0,24,Dec,2025,Apartment,3,1,0,Fully Furnished,0.5,0,0,Yangon,Thaketa,825.0
9000.0,24,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
7300.0,24,Dec,2025,Condo,2,2,0,0,1.0,0,0,Yangon,Sanchaung,1056.0
24000.0,24,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
1100.0,24,Dec,2025,Apartment,0,0,0,0,3.0,0,0,Yangon,Dawbon,625.0
9900.0,24,Dec,2025,Condo,3,3,0,0,1.0,0,0,Yangon,Hlaing,1505.0
14500.0,24,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Dagon Myothit (North),2400.0
37500.0,24,Dec,2025,Land,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
45000.0,24,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Yankin,2580.0
16000.0,24,Dec,2025,House,5,0,Contract,0,2.0,0,0,Yangon,Hlaing,2100.0
36000.0,24,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
4600.0,24,Dec,2025,Condo,3,3,0,0,0.0,0,0,Yangon,Hlaingtharya,988.0
7200.0,24,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),1250.0
2580.0,24,Dec,2025,Condo,1,1,0,0,0.0,0,0,Yangon,Thaketa,972.0
1590.0,24,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Thaketa,918.0
2100.0,24,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Sanchaung,625.0
1850.0,24,Dec,2025,Apartment,2,1,0,0,0.0,0,0,Yangon,Okkalappa South,918.0
3200.0,24,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Kyeemyindaing,900.0
1950.0,24,Dec,2025,Apartment,1,1,0,0,0.0,0,0,Yangon,Sanchaung,625.0
4500.0,24,Dec,2025,Apartment,2,2,0,0,0.0,0,0,Yangon,Sanchaung,1250.0
3290.0,24,Dec,2025,Condo,1,1,0,0,0.0,0,0,Yangon,Okkalappa South,918.0
2700.0,24,Dec,2025,House,2,1,0,0,0.0,0,0,Yangon,Yankin,1690.0
7500.0,24,Dec,2025,Condo,2,2,0,0,0.0,0,0,Yangon,Bahan,1100.0
3350.0,24,Dec,2025,Apartment,2,1,Contract,0,1.0,0,0,Yangon,Ahlon,900.0
269062.0,24,Dec,2025,House,0,0,0,0,2.0,0,0,Yangon,Bahan,9278.0
27500.0,24,Dec,2025,House,0,0,0,0,0.0,0,0,Yangon,Dagon Myothit (North),2400.0
