price,city,type,bed_room,bath_room,floor,ft_square
5000.0,hlaing,Condo,2,2.0,1,855.0
1380.0,mayangone,Apartment,1,1.0,1,625.0
1650.0,ahlon,Apartment,1,1.0,1,625.0
12800.0,bahan,Condo,2,2.0,1,895.0
8150.0,dagon myothit (south),House,3,2.0,2,2400.0
1680.0,thingangkuun,Apartment,1,1.0,4,1026.0
1600.0,sanchaung,Apartment,1,1.0,7,810.0
35955.625,thingangkuun,House,5,3.0,4,2700.0
18000.0,thaketa,House,4,3.0,2,3600.0
1900.0,kamaryut,Apartment,1,1.0,1,625.0
5400.0,thingangkuun,House,3,2.0,2,1508.0
35955.625,bahan,House,4,4.0,2,4542.0
1000.0,tamwe,Apartment,1,1.0,4,750.0
7900.0,yankin,Condo,3,3.0,1,1298.0
2890.0,okkalappa south,Apartment,2,1.0,3,972.0
1285.0,thaketa,Apartment,2,1.0,5,1026.0
21500.0,kamaryut,Condo,2,2.0,7,1885.0
2390.0,okkalappa south,Apartment,2,1.0,4,918.0
1270.0,thaketa,Apartment,2,1.0,7,1026.0
35955.625,yankin,House,4,4.0,2,4542.0
7000.0,tamwe,Condo,3,3.0,1,1128.0
11700.0,dagon myothit (north),House,4,3.0,2,1000.0
4999.0,hlaing,Condo,2,2.0,1,983.0
33800.0,mayangone,House,8,5.0,4,4542.0
35000.0,dagon myothit (north),House,4,4.0,2,4542.0
12900.0,dagon myothit (north),House,5,5.0,3,1260.0
940.0,tamwe,Apartment,1,1.0,5,750.0
1050.0,tamwe,Apartment,1,1.0,4,625.0
5330.0,thingangkuun,Condo,2,2.0,7,1026.0
4500.0,sanchaung,Condo,1,1.0,7,1300.0
8800.0,yankin,Condo,2,2.0,1,1680.0
7500.0,kamaryut,Condo,3,3.0,3,2000.0
3290.0,okkalappa south,Condo,1,1.0,5,918.0
5000.0,dagon myothit (north),House,1,2.0,1,1750.0
1650.0,others,Apartment,1,1.0,7,1260.0
4280.0,okkalappa south,Condo,2,2.0,4,918.0
5900.0,thingangkuun,House,3,2.0,2,1508.0
35955.625,thingangkuun,House,4,3.0,3,1988.0
8500.0,others,Condo,2,2.0,7,1750.0
35955.625,mayangone,House,5,5.0,2,4542.0
1685.0,sanchaung,Apartment,1,1.0,4,625.0
19500.0,sanchaung,House,4,4.0,2,1250.0
2700.0,okkalappa south,Apartment,2,1.0,1,972.0
7200.0,yankin,Condo,3,2.0,7,1750.0
8300.0,dagon myothit (north),House,3,1.0,2,1320.0
10600.0,dagon myothit (north),House,4,3.0,2,1200.0
35955.625,mayangone,House,5,4.0,2,4542.0
1950.0,sanchaung,Apartment,1,1.0,2,625.0
10000.0,mayangone,Condo,3,4.0,1,2380.0
1200.0,tamwe,Apartment,2,1.0,7,900.0
1500.0,hlaing,Apartment,2,1.0,4,750.0
27000.0,yankin,House,4,3.0,2,4542.0
2100.0,okkalappa south,Apartment,2,2.0,3,990.0
10600.0,dagon myothit (north),House,4,2.0,2,1200.0
2420.0,okkalappa south,Apartment,2,1.0,3,972.0
13500.0,okkalappa south,House,3,3.0,2,1200.0
25000.0,okkalappa south,House,3,2.0,2,2400.0
8500.0,sanchaung,Condo,2,2.0,1,787.0
35955.625,thingangkuun,House,5,5.0,2,4542.0
28500.0,hlaing,House,4,3.0,2,3900.0
12000.0,ahlon,Condo,3,3.0,1,1950.0
1850.0,tamwe,Apartment,1,1.0,3,1020.0
980.0,thingangkuun,Apartment,1,1.0,5,750.0
4300.0,sanchaung,Condo,2,2.0,7,1250.0
2680.0,okkalappa south,Apartment,2,1.0,3,972.0
10800.0,yankin,Condo,2,2.0,1,1248.0
15000.0,okkalappa south,House,6,4.0,2,2400.0
5000.0,yankin,Condo,4,2.0,1,1650.0
12500.0,dagon myothit (north),House,3,2.0,2,2400.0
35955.625,others,House,5,4.0,3,4542.0
2500.0,thanlyin,Condo,1,1.0,7,1.0
15700.0,dagon myothit (north),House,5,4.0,3,1200.0
3600.0,thingangkuun,Condo,2,2.0,3,1026.0
32000.0,yankin,House,5,5.0,4,2400.0
4300.0,sanchaung,Condo,2,2.0,1,1250.0
5200.0,yankin,Condo,1,1.0,7,517.0
1860.0,thaketa,Apartment,1,1.0,2,972.0
25000.0,others,Condo,7,5.0,1,4542.0
3950.0,sanchaung,Apartment,2,1.0,1,1125.0
11800.0,ahlon,Condo,4,4.0,1,2600.0
1800.0,tamwe,Apartment,1,2.0,4,750.0
1690.0,okkalappa south,Apartment,3,1.0,7,999.0
4899.0,others,Apartment,2,1.0,1,795.0
15300.0,dagon myothit (north),House,5,4.0,4,1200.0
2350.0,sanchaung,Apartment,2,1.0,4,750.0
14800.0,hlaing,Condo,3,3.0,7,1500.0
1860.0,thaketa,Apartment,1,1.0,3,972.0
8500.0,others,Condo,3,3.0,1,1600.0
2500.0,thanlyin,Condo,1,1.0,5,484.0
8500.0,mayangone,Condo,2,2.0,1,1000.0
1800.0,okkalappa south,Apartment,2,1.0,7,1242.0
16000.0,hlaing,Condo,4,4.0,1,2015.0
1250.0,thingangkuun,Apartment,1,1.0,1,4542.0
2480.0,thingangkuun,Condo,1,1.0,4,771.0
1700.0,thingangkuun,Apartment,2,1.0,3,972.0
35955.625,hlaing,House,5,5.0,2,4542.0
17500.0,dagon myothit (north),House,4,4.0,3,1500.0
2200.0,hlaing,Apartment,2,1.0,1,720.0
2650.0,others,Condo,2,1.0,3,1056.0
6500.0,okkalappa south,House,4,1.0,2,1200.0
12000.0,others,House,6,3.0,2,4542.0
11500.0,dagon myothit (north),House,4,4.0,3,1320.0
3300.0,others,Apartment,3,2.0,4,900.0
9500.0,yankin,Condo,3,3.0,1,1080.0
2520.0,okkalappa south,Apartment,2,1.0,4,918.0
7800.0,thingangkuun,Condo,3,3.0,1,1974.0
3950.0,thingangkuun,Condo,2,2.0,7,918.0
9500.0,others,House,3,1.0,1,2400.0
2900.0,okkalappa south,Apartment,2,1.0,1,1026.0
2500.0,okkalappa south,Apartment,2,1.0,2,972.0
1450.0,thaketa,Apartment,2,1.0,7,972.0
1620.0,thaketa,Apartment,1,1.0,2,1026.0
4500.0,others,Condo,3,2.0,7,1160.0
7500.0,kamaryut,Condo,3,3.0,1,2000.0
9500.0,yankin,Condo,2,2.0,1,1168.0
1500.0,hlaing,Apartment,1,1.0,1,625.0
4400.0,bahan,Apartment,4,2.0,3,1540.0
11500.0,hlaing,Condo,3,3.0,2,2200.0
13000.0,others,House,2,1.0,2,2400.0
6500.0,tamwe,Condo,2,2.0,5,1375.0
12500.0,yankin,Condo,3,2.0,1,1650.0
35000.0,mayangone,House,6,5.0,3,4542.0
1950.0,tamwe,Apartment,1,1.0,2,900.0
1380.0,tamwe,Apartment,2,2.0,7,1250.0
920.0,thingangkuun,Apartment,1,1.0,7,625.0
1370.0,mayangone,Apartment,1,1.0,2,625.0
4700.0,others,Condo,3,3.0,4,1400.0
25000.0,hlaing,House,5,3.0,3,2275.0
27000.0,yankin,House,7,6.0,2,4125.0
4500.0,thanlyin,Condo,2,1.0,1,938.0
2600.0,okkalappa south,Apartment,2,2.0,7,1400.0
35955.625,mayangone,House,3,3.0,2,4542.0
2950.0,okkalappa south,Apartment,2,1.0,1,972.0
23.0,hlaing,Condo,2,2.0,1,900.0
25000.0,dagon myothit (north),House,2,1.0,2,2400.0
14000.0,others,House,4,3.0,2,4542.0
2900.0,others,Condo,3,2.0,7,1224.0
3800.0,okkalappa south,Condo,2,2.0,5,1026.0
8300.0,dagon myothit (north),House,3,3.0,2,1320.0
19800.0,okkalappa south,House,4,5.0,2,1800.0
4500.0,tamwe,Condo,2,2.0,7,1444.0
4800.0,dagon myothit (north),House,2,2.0,2,1320.0
24000.0,mayangone,House,4,3.0,2,4542.0
5300.0,tamwe,Condo,3,3.0,1,1500.0
5500.0,bahan,Condo,2,3.0,1,980.0
4700.0,yankin,Condo,1,1.0,7,450.0
4450.0,okkalappa south,Apartment,2,2.0,1,972.0
2400.0,tamwe,Apartment,1,1.0,2,900.0
30000.0,okkalappa south,House,5,5.0,2,3600.0
1100.0,okkalappa south,Apartment,2,1.0,4,1026.0
2400.0,yankin,Apartment,2,1.0,1,1050.0
20000.0,ahlon,House,5,4.0,2,1800.0
1600.0,tamwe,Apartment,2,1.0,1,840.0
23000.0,kamaryut,Condo,4,3.0,1,2000.0
1350.0,sanchaung,Apartment,1,1.0,7,625.0
3000.0,thingangkuun,Apartment,1,1.0,1,680.4
3600.0,thingangkuun,Apartment,4,2.0,7,1800.0
6500.0,others,House,10,10.0,3,1000.0
4500.0,dagon myothit (north),Apartment,2,2.0,1,1836.0
1900.0,thingangkuun,Apartment,1,1.0,1,625.0
7000.0,thingangkuun,House,3,3.0,2,1325.0
7500.0,kamaryut,Condo,3,3.0,3,2000.0
26000.0,dagon myothit (south),House,4,3.0,1,4542.0
23000.0,mayangone,House,4,3.0,2,2400.0
2350.0,okkalappa south,Apartment,2,1.0,1,972.0
25900.0,thingangkuun,House,4,2.0,2,2450.0
2450.0,okkalappa south,Apartment,2,2.0,1,972.0
2060.0,tamwe,Apartment,1,1.0,5,600.0
3500.0,thanlyin,Condo,2,1.0,5,710.0
13500.0,kamaryut,Condo,2,2.0,7,937.0
2850.0,okkalappa south,Apartment,2,1.0,2,972.0
8600.0,yankin,Condo,3,3.0,1,1198.0
13300.0,yankin,Condo,3,2.0,2,1664.0
7500.0,thingangkuun,Condo,3,2.0,4,1059.0
1380.0,thingangkuun,Apartment,1,1.0,2,625.0
5200.0,mayangone,Condo,2,2.0,1,1026.0
6500.0,mayangone,Condo,2,2.0,1,1800.0
3000.0,okkalappa south,Apartment,2,1.0,1,972.0
35800.0,dagon myothit (north),House,3,2.0,1,4015.0
4750.0,others,Condo,3,3.0,4,1300.0
35955.625,kamaryut,House,5,3.0,2,3600.0
35955.625,dagon myothit (north),House,7,7.0,2,4542.0
6400.0,thingangkuun,Condo,2,2.0,1,1059.0
35955.625,thingangkuun,House,5,5.0,2,4542.0
15500.0,yankin,Condo,7,7.0,1,2800.0
11500.0,yankin,Condo,3,2.0,4,1685.0
2650.0,okkalappa south,Apartment,2,1.0,1,918.0
2800.0,okkalappa south,Apartment,2,1.0,1,972.0
1380.0,thaketa,Apartment,2,1.0,5,990.0
3000.0,mayangone,Apartment,3,2.0,3,1650.0
9000.0,yankin,Condo,3,3.0,1,1198.0
30000.0,okkalappa south,House,7,3.0,2,4542.0
10500.0,hlaing,Condo,3,3.0,1,1505.0
2250.0,tamwe,Apartment,3,3.0,4,1016.0
2400.0,thingangkuun,Apartment,2,1.0,1,1081.0
8100.0,yankin,Condo,6,3.0,7,1798.0
1580.0,sanchaung,Apartment,2,1.0,7,900.0
35000.0,thingangkuun,House,5,3.0,2,3604.0
2990.0,okkalappa south,Apartment,2,1.0,3,972.0
2970.0,okkalappa south,Apartment,2,1.0,3,972.0
2700.0,sanchaung,Apartment,3,2.0,5,1250.0
4800.0,bahan,Apartment,3,2.0,1,900.0
2100.0,others,Apartment,2,1.0,4,972.0
16000.0,hlaing,Condo,4,3.0,7,2015.0
35955.625,mayangone,House,5,5.0,2,4542.0
35955.625,hlaing,House,5,5.0,2,4200.0
9800.0,okkalappa south,House,3,2.0,2,1200.0
35955.625,kamaryut,House,5,5.0,2,4542.0
3900.0,okkalappa south,Apartment,2,1.0,1,990.0
35955.625,ahlon,House,4,4.0,2,4542.0
11000.0,yankin,Condo,3,3.0,1,2000.0
13000.0,hlaing,Condo,3,3.0,1,1734.0
35955.625,okkalappa south,House,7,6.0,2,3300.0
1500.0,thaketa,Apartment,3,1.0,3,972.0
2300.0,okkalappa south,Apartment,2,1.0,2,972.0
5200.0,dagon myothit (north),House,2,1.0,1,1200.0
11000.0,hlaing,Condo,3,3.0,1,1505.0
2150.0,others,Apartment,1,1.0,1,1026.0
2680.0,okkalappa south,Apartment,2,1.0,1,918.0
16500.0,yankin,Condo,3,2.0,7,1735.0
4300.0,dagon myothit (south),House,3,2.0,2,1320.0
21500.0,ahlon,Condo,4,4.0,1,3308.0
3000.0,thingangkuun,Apartment,3,2.0,1,850.0
4150.0,thingangkuun,Condo,2,2.0,4,918.0
8900.0,thanlyin,House,5,2.0,2,3339.0
35000.0,thingangkuun,House,4,3.0,2,3600.0
35955.625,bahan,House,4,4.0,2,4542.0
4500.0,thanlyin,Condo,2,2.0,7,943.0
35955.625,others,House,5,4.0,2,4542.0
3200.0,dagon myothit (north),Apartment,1,1.0,1,918.0
16000.0,dagon myothit (north),House,6,3.0,3,2820.0
32500.0,mayangone,House,3,4.0,2,3000.0
25500.0,dagon myothit (north),House,3,2.0,3,2400.0
7650.0,yankin,Condo,4,3.0,1,1690.0
22000.0,okkalappa south,House,6,6.0,4,1200.0
1750.0,others,Condo,2,1.0,1,600.0
26000.0,ahlon,House,6,5.0,3,2400.0
23000.0,kamaryut,Condo,4,3.0,7,2000.0
3500.0,kamaryut,Apartment,2,1.0,1,625.0
8700.0,mayangone,Condo,3,2.0,7,1850.0
1080.0,thingangkuun,Apartment,1,1.0,7,625.0
2500.0,others,Apartment,1,1.0,0,625.0
2900.0,others,Condo,2,2.0,7,1224.0
28000.0,thaketa,House,6,5.0,2,4542.0
3950.0,dagon myothit (south),House,2,1.0,1,1200.0
18000.0,mayangone,Condo,3,3.0,1,1900.0
1300.0,tamwe,Apartment,2,1.0,7,900.0
27000.0,thingangkuun,House,2,1.0,2,2592.0
1550.0,sanchaung,Apartment,1,1.0,7,625.0
3500.0,tamwe,Condo,1,2.0,7,1150.0
2950.0,okkalappa south,Apartment,2,2.0,1,972.0
14000.0,dagon myothit (north),House,3,2.0,2,2700.0
35955.625,thingangkuun,House,4,4.0,2,4542.0
17000.0,dagon myothit (north),House,3,3.0,1,2400.0
4200.0,sanchaung,Condo,2,2.0,5,1250.0
1360.0,okkalappa south,Apartment,2,1.0,5,972.0
12500.0,dagon myothit (north),House,4,4.0,2,2400.0
12900.0,dagon myothit (north),House,9,7.0,3,1260.0
2280.0,thingangkuun,Apartment,1,1.0,2,972.0
2120.0,thanlyin,Condo,1,1.0,1,484.0
16500.0,ahlon,Condo,4,4.0,1,2360.0
2580.0,okkalappa south,Apartment,1,1.0,7,972.0
3850.0,okkalappa south,Apartment,2,2.0,1,918.0
2195.0,thingangkuun,Apartment,2,1.0,5,972.0
4500.0,mayangone,Condo,2,2.0,1,973.0
35955.625,thingangkuun,House,4,4.0,2,4542.0
2950.0,others,Condo,2,1.0,1,650.0
13500.0,sanchaung,Condo,3,3.0,1,2540.0
15000.0,okkalappa south,House,8,5.0,2,1600.0
22000.0,dagon myothit (north),House,5,5.0,2,4542.0
35955.625,others,House,5,4.0,3,4542.0
16000.0,bahan,Condo,4,4.0,1,2045.0
1260.0,thaketa,Apartment,1,1.0,2,600.0
3600.0,hlaing,Condo,1,1.0,3,950.0
17000.0,mayangone,House,3,3.0,2,2831.0
33000.0,thingangkuun,House,5,5.0,3,3500.0
35955.625,kamaryut,House,6,5.0,2,4542.0
1550.0,thaketa,Apartment,2,1.0,2,972.0
1050.0,okkalappa south,Apartment,2,1.0,5,650.0
3500.0,others,Condo,3,2.0,4,1184.0
10000.0,dagon myothit (north),Apartment,2,4.0,1,1836.0
22000.0,thingangkuun,House,3,2.0,2,3600.0
35955.625,okkalappa south,House,6,6.0,3,4542.0
8200.0,ahlon,Condo,3,3.0,1,1800.0
13500.0,dagon myothit (north),House,4,5.0,3,1200.0
7500.0,dagon myothit (north),House,5,3.0,2,1200.0
11500.0,yankin,Condo,2,2.0,1,1500.0
2950.0,yankin,Apartment,4,3.0,0,1000.0
13000.0,thaketa,House,3,3.0,2,2145.0
8000.0,hlaing,Condo,2,2.0,1,908.0
3350.0,okkalappa south,Apartment,2,1.0,1,972.0
25000.0,dagon myothit (south),House,6,9.0,4,4542.0
2060.0,okkalappa south,Apartment,2,1.0,5,972.0
18000.0,thingangkuun,House,4,3.0,2,2400.0
1550.0,sanchaung,Apartment,1,1.0,7,825.0
2500.0,lanmadaw,Apartment,2,1.0,1,850.0
2750.0,tamwe,Apartment,2,1.0,0,715.0
1850.0,tamwe,Apartment,3,1.0,3,1200.0
32500.0,thingangkuun,House,3,4.0,2,2400.0
3500.0,thanlyin,Condo,2,1.0,1,710.0
3850.0,sanchaung,Apartment,1,2.0,0,625.0
2250.0,others,Apartment,2,1.0,3,918.0
7650.0,okkalappa south,Condo,2,2.0,1,1836.0
35955.625,thingangkuun,House,3,3.0,2,3000.0
25000.0,others,House,5,2.0,2,4542.0
7500.0,sanchaung,Condo,2,2.0,2,1250.0
4800.0,kamaryut,Condo,2,2.0,5,1470.0
35955.625,bahan,House,7,7.0,4,4542.0
1600.0,thingangkuun,Apartment,1,1.0,1,600.0
7500.0,ahlon,Condo,5,3.0,7,1920.0
7300.0,okkalappa south,House,2,1.0,1,1200.0
3000.0,others,Apartment,1,1.0,1,1000.0
25000.0,hlaing,House,4,4.0,2,3270.0
2450.0,tamwe,Apartment,2,1.0,1,900.0
4000.0,lanmadaw,Apartment,3,2.0,3,900.0
13500.0,mayangone,Condo,3,3.0,1,1506.0
17500.0,others,House,4,3.0,2,4542.0
12000.0,dagon myothit (north),House,2,2.0,2,2400.0
2650.0,thingangkuun,Apartment,1,1.0,0,625.0
1490.0,sanchaung,Apartment,1,1.0,7,625.0
35955.625,dagon myothit (south),House,6,6.0,3,4542.0
24000.0,dagon myothit (north),House,5,3.0,3,2520.0
1000.0,kamaryut,Apartment,1,1.0,7,4542.0
7800.0,yankin,Condo,3,3.0,1,1807.0
15008.0,thingangkuun,House,3,4.0,3,1200.0
1550.0,sanchaung,Apartment,1,1.0,5,625.0
1420.0,thaketa,Apartment,2,1.0,4,972.0
2520.0,okkalappa south,Apartment,2,1.0,3,972.0
6300.0,sanchaung,Apartment,3,2.0,1,1250.0
2000.0,dagon myothit (north),Apartment,2,2.0,3,972.0
14000.0,bahan,Condo,3,3.0,1,1500.0
3300.0,thingangkuun,Apartment,2,1.0,2,1150.0
17500.0,yankin,Condo,3,3.0,1,1669.0
850.0,thanlyin,Apartment,2,1.0,7,1026.0
35955.625,kamaryut,House,3,1.0,2,1250.0
2750.0,okkalappa south,Apartment,2,1.0,3,972.0
1500.0,hlaing,Apartment,2,1.0,5,750.0
1170.0,thingangkuun,Apartment,1,1.0,1,625.0
2990.0,okkalappa south,Apartment,2,1.0,3,972.0
2700.0,okkalappa south,Apartment,1,2.0,2,972.0
35955.625,thingangkuun,House,5,6.0,2,4542.0
1920.0,thingangkuun,Apartment,2,1.0,3,972.0
7800.0,yankin,Condo,3,3.0,1,1306.0
2730.0,okkalappa south,Apartment,2,1.0,3,972.0
9800.0,hlaing,Condo,4,3.0,3,2205.0
8100.0,thingangkuun,Condo,3,3.0,1,2025.0
2900.0,thaketa,Apartment,3,1.0,1,1200.0
3000.0,okkalappa south,Apartment,1,1.0,1,972.0
2500.0,tamwe,Apartment,3,2.0,2,1540.0
2950.0,okkalappa south,Apartment,2,2.0,3,918.0
22500.0,thingangkuun,House,4,3.0,2,3000.0
15000.0,dagon myothit (north),House,3,3.0,1,2400.0
3800.0,hlaing,Condo,2,2.0,3,950.0
7000.0,thingangkuun,House,4,2.0,2,1200.0
15500.0,bahan,Condo,2,2.0,1,2080.0
5400.0,kamaryut,Condo,3,2.0,5,1300.0
12000.0,yankin,Condo,3,3.0,1,1650.0
35955.625,mayangone,House,7,6.0,3,4542.0
1600.0,okkalappa south,Apartment,2,1.0,7,761.6
32000.0,thingangkuun,House,4,4.0,2,2600.0
35000.0,dagon myothit (north),House,5,5.0,3,4225.0
25000.0,dagon myothit (north),House,3,2.0,2,4542.0
35955.625,yankin,House,4,3.0,2,2150.0
35955.625,okkalappa south,House,5,5.0,2,2700.0
35955.625,thingangkuun,House,5,6.0,2,4542.0
35955.625,bahan,House,5,5.0,3,3833.0
12000.0,ahlon,Condo,4,4.0,1,3200.0
5600.0,dagon myothit (north),House,3,3.0,2,1320.0
15850.0,dagon myothit (north),House,6,7.0,2,2400.0
2300.0,tamwe,Apartment,2,1.0,4,900.0
3490.0,okkalappa south,Condo,2,2.0,5,1026.0
1180.0,thingangkuun,Apartment,1,1.0,5,625.0
1000.0,thingangkuun,Apartment,2,1.0,3,825.0
35955.625,mayangone,House,5,4.0,2,4542.0
1485.0,thingangkuun,Apartment,2,1.0,1,625.0
2100.0,okkalappa south,Apartment,2,1.0,4,972.0
8500.0,okkalappa south,House,2,1.0,2,1200.0
1200.0,thingangkuun,Apartment,1,1.0,3,625.0
1250.0,thingangkuun,Apartment,1,1.0,3,600.0
29000.0,mayangone,House,5,5.0,4,2834.0
2160.0,thingangkuun,Apartment,2,1.0,5,972.0
3000.0,yankin,Apartment,2,2.0,7,1500.0
35000.0,tamwe,House,3,3.0,2,3375.0
28000.0,thingangkuun,House,4,3.0,2,3600.0
2400.0,okkalappa south,Apartment,1,1.0,1,972.0
1900.0,tamwe,Apartment,2,1.0,7,1105.0
3000.0,tamwe,Apartment,2,2.0,3,1320.0
1580.0,thaketa,Condo,2,2.0,1,750.0
3800.0,okkalappa south,Condo,2,2.0,2,1026.0
1375.0,hlaing,Apartment,1,1.0,1,625.0
35000.0,okkalappa south,House,5,7.0,4,1500.0
3300.0,okkalappa south,Apartment,2,1.0,1,972.0
11500.0,yankin,Condo,3,3.0,1,1750.0
13000.0,okkalappa south,House,2,3.0,2,1800.0
4000.0,thingangkuun,Condo,2,2.0,1,1530.0
5800.0,okkalappa south,Condo,3,2.0,1,1200.0
1350.0,mayangone,Apartment,1,1.0,3,625.0
35955.625,thingangkuun,House,7,7.0,3,4542.0
2700.0,others,Condo,3,2.0,5,825.0
4600.0,okkalappa south,Condo,2,2.0,2,1120.0
2700.0,thaketa,Apartment,2,1.0,1,1026.0
35955.625,thingangkuun,House,3,4.0,2,4542.0
5200.0,thaketa,Apartment,3,1.0,0,825.0
2150.0,okkalappa south,Apartment,2,1.0,5,972.0
15500.0,sanchaung,Condo,3,4.0,1,2430.0
2930.0,okkalappa south,Apartment,2,1.0,2,972.0
2150.0,okkalappa south,Apartment,2,1.0,5,972.0
850.0,tamwe,Apartment,1,1.0,5,625.0
2870.0,thingangkuun,Apartment,1,1.0,2,972.0
7700.0,okkalappa south,Condo,3,2.0,1,1650.0
1860.0,thaketa,Apartment,2,1.0,2,972.0
30000.0,okkalappa south,House,6,3.0,2,4542.0
1375.0,sanchaung,Apartment,1,1.0,7,625.0
9700.0,yankin,Condo,3,3.0,1,1500.0
2250.0,okkalappa south,Condo,1,1.0,1,972.0
8500.0,thingangkuun,Condo,3,3.0,1,1801.0
30000.0,thingangkuun,House,5,2.0,2,3600.0
35955.625,okkalappa south,House,5,5.0,2,4542.0
1700.0,sanchaung,Apartment,2,1.0,2,687.5
8500.0,lanmadaw,Condo,3,3.0,1,1180.0
2830.0,okkalappa south,Apartment,2,1.0,4,972.0
30000.0,okkalappa south,House,6,3.0,2,4542.0
33000.0,thingangkuun,House,5,5.0,3,3500.0
900.0,tamwe,Apartment,3,1.0,3,900.0
19500.0,sanchaung,House,4,4.0,2,1250.0
17000.0,mayangone,House,4,3.0,2,2831.0
1250.0,thingangkuun,Apartment,1,1.0,4,625.0
1860.0,thaketa,Apartment,1,1.0,2,972.0
35955.625,dagon myothit (north),House,7,6.0,4,2400.0
1350.0,kamaryut,Apartment,1,1.0,1,630.0
14500.0,dagon myothit (north),House,5,5.0,3,1200.0
30000.0,yankin,House,4,3.0,2,2400.0
3450.0,okkalappa south,Condo,2,2.0,7,918.0
2420.0,okkalappa south,Apartment,2,1.0,4,918.0
9500.0,ahlon,Condo,4,4.0,1,2160.0
1900.0,tamwe,Apartment,2,1.0,7,1105.0
17540.0,bahan,Condo,3,3.0,1,1754.0
16000.0,thingangkuun,House,3,3.0,2,2700.0
1495.0,thaketa,Apartment,2,1.0,3,1045.0
6800.0,dagon myothit (north),House,2,1.0,1,2400.0
2480.0,okkalappa south,Apartment,2,1.0,2,1026.0
35955.625,hlaing,House,6,6.0,2,4200.0
1280.0,tamwe,Apartment,1,1.0,4,900.0
4200.0,dagon myothit (north),House,2,2.0,1,1200.0
2070.0,okkalappa south,Apartment,2,1.0,2,756.0
3200.0,thaketa,Condo,1,2.0,1,1083.0
8100.0,yankin,Condo,2,2.0,7,1189.0
2850.0,others,Condo,3,2.0,7,840.0
3100.0,thingangkuun,Apartment,2,1.0,1,972.0
7000.0,yankin,Condo,2,2.0,7,800.0
35955.625,mayangone,House,7,7.0,3,4542.0
3980.0,okkalappa south,Condo,2,2.0,1,1026.0
7500.0,ahlon,Condo,3,3.0,1,1780.0
3500.0,others,Condo,2,2.0,7,1064.0
25000.0,thingangkuun,House,5,3.0,2,2400.0
8200.0,others,House,2,1.0,1,2400.0
35955.625,others,House,7,4.0,2,4542.0
1750.0,tamwe,Apartment,3,1.0,5,1020.0
1675.0,others,Condo,1,1.0,1,750.0
9500.0,kamaryut,Condo,2,2.0,7,761.0
3450.0,okkalappa south,Condo,2,1.0,7,918.0
7300.0,sanchaung,Condo,2,2.0,1,1056.0
35955.625,mayangone,House,5,5.0,2,4542.0
6000.0,thanlyin,Condo,3,2.0,3,1640.0
6795.0,yankin,Condo,3,2.0,1,1359.0
4100.0,thanlyin,Condo,2,2.0,3,905.0
13500.0,thaketa,House,2,3.0,4,1200.0
14000.0,yankin,Condo,4,4.0,1,2000.0
3980.0,okkalappa south,Condo,2,2.0,1,1026.0
5800.0,okkalappa south,Condo,3,3.0,5,1200.0
35955.625,okkalappa south,House,5,5.0,3,4542.0
4500.0,others,Condo,2,1.0,7,950.0
7300.0,ahlon,Condo,3,4.0,1,1800.0
3600.0,sanchaung,Apartment,1,1.0,4,1250.0
4000.0,lanmadaw,Condo,2,2.0,7,1800.0
35955.625,bahan,House,6,5.0,4,4542.0
1800.0,others,Condo,2,1.0,2,600.0
3250.0,tamwe,Condo,3,2.0,1,1200.0
4800.0,yankin,Condo,2,1.0,1,517.0
4300.0,mayangone,Condo,2,2.0,5,1265.0
2450.0,okkalappa south,Apartment,2,1.0,1,918.0
2990.0,okkalappa south,Apartment,2,2.0,4,972.0
35955.625,mayangone,House,6,5.0,2,4542.0
1780.0,thaketa,Apartment,2,1.0,3,972.0
3050.0,okkalappa south,Apartment,1,1.0,0,756.0
3650.0,okkalappa south,Apartment,2,1.0,1,972.0
1200.0,mayangone,Apartment,1,1.0,4,750.0
35955.625,mayangone,House,5,5.0,2,4542.0
35955.625,mayangone,House,5,3.0,2,4225.0
5500.0,hlaing,Condo,2,2.0,1,983.0
11500.0,lanmadaw,Condo,4,4.0,1,1439.0
5200.0,others,Apartment,2,2.0,0,924.0
35955.625,kamaryut,House,6,5.0,2,4542.0
880.0,others,Apartment,1,1.0,7,625.0
2495.0,sanchaung,Apartment,2,1.0,5,825.0
4800.0,okkalappa south,Apartment,2,1.0,1,972.0
32000.0,thingangkuun,House,7,4.0,2,4542.0
35955.625,kamaryut,House,3,2.0,2,1250.0
3200.0,others,Condo,2,1.0,5,900.0
2150.0,okkalappa south,Apartment,2,1.0,5,918.0
34000.0,tamwe,House,4,3.0,2,2850.0
2500.0,okkalappa south,Apartment,2,2.0,5,918.0
35955.625,yankin,House,5,3.0,2,2640.0
4300.0,dagon myothit (south),Apartment,4,2.0,1,1000.0
1650.0,thaketa,Apartment,2,1.0,1,972.0
1650.0,okkalappa south,Apartment,2,1.0,5,972.0
35955.625,yankin,House,4,4.0,2,2750.0
25000.0,okkalappa south,House,3,2.0,2,2400.0
1700.0,others,Apartment,2,1.0,1,500.0
3650.0,hlaing,Condo,3,3.0,1,970.0
10000.0,yankin,Condo,3,3.0,1,1499.0
3500.0,tamwe,Condo,1,2.0,5,1012.0
4800.0,tamwe,Condo,3,2.0,3,1250.0
1800.0,tamwe,Apartment,3,1.0,5,1081.0
